"surah","ayahs","occasion"
4,"102","عَنْ أَبِي عَيَّاشٍ الزُّرَقِي رضي الله عنه قَالَ:
كُنَّا مَعَ رَسُولِ اللَّهِ ﷺ بِعُسْفَانَ، فَاسْتَقْبَلَنَا الْمُشْرِكُونَ عَلَيْهِمْ خَالِدُ بْنُ الْوَلِيدِ، وَهُمْ بَيْنَنَا وَبَيْنَ الْقِبْلَةِ، فَصَلَّى بِنَا رَسُولُ اللهِ ﷺ الظُّهْرَ، فَقَالُوا: قَدْ كَانُوا عَلَى حَالٍ لَوْ أَصَبْنَا غِرَّتَهُمْ، ثُمَّ قَالُوا: تَأْتِي عَلَيْهِمُ الْآنَ صَلَاةٌ هِيَ أَحَبُّ إِلَيْهِمْ مِنْ أَبْنَائِهِمْ وَأَنْفُسِهِمْ، قَالَ: فَنَزَلَ جِبْرِيلُ عليه السلام بِهَذِهِ الْآيات بَيْنَ الظُّهْرِ وَالْعَصْرِ: { وَإِذَا كُنتَ فِيهِمْ فَأَقَمْتَ لَهُمُ ٱلصَّلَوٰةَ } قَالَ: فَحَضَرَتْ فَأَمَرَهُمْ رَسُولُ اللهِ ﷺ فَأَخَذُوا السِّلَاحَ، قَالَ: فَصَفَفْنَا خَلْفَهُ صَفَّيْنِ، قَالَ: ثُمَّ رَكَعَ فَرَكَعْنَا جَمِيعاً، ثُمَّ رَفَعَ فَرَفَعْنَا جَمِيعاً، ثُمَّ سَجَدَ النَّبِيُّ ﷺ بِالصَّفِّ الَّذِي يَلِيهِ وَالْآخَرُونَ قِيَامٌ يَحْرُسُونَهُمْ، فَلَمَّا سَجَدُوا وَقَامُوا جَلَسَ الْآخَرُونَ فَسَجَدُوا فِي مَكَانِهِمْ، ثُمَّ تَقَدَّمَ هَؤُلَاءِ إِلَى مَصَافِّ هَؤُلَاءِ وَجَاءَ هَؤُلَاءِ إِلَى مَصَافِّ هَؤُلَاءِ، قَالَ: ثُمَّ رَكَعَ، فَرَكَعُوا جَمِيعاً، ثُمَّ رَفَعَ، فَرَفَعُوا جَمِيعاً، ثُمَّ سَجَدَ النَّبِيُّ ﷺ وَالصَّفُّ الَّذِي يَلِيهِ، وَالْآخَرُونَ قِيَامٌ يَحْرُسُونَهُمْ، فَلَمَّا جَلَسَ جَلَسَ الْآخَرُونَ فَسَجَدُوا فَسَلَّمَ عَلَيْهِمْ، ثُمَّ انْصَرَفَ، قَالَ: فَصَلَّاهَا رَسُولُ اللهِ ﷺ مَرَّتَيْنِ، مَرَّةً بِعُسْفَانَ، وَمَرَّةً بِأَرْضِ بَنِي سُلَيْمٍ. واللفظ لأحمد.

وجاء عن جابر بن عبد الله رضي الله عنهما شبيهاً به."
4,"102","عن عبد الله بن عباس رضي الله عنهما قال: في قوله تعالى: { إِن كَانَ بِكُمْ أَذًى مِّن مَّطَرٍ أَوْ كُنتُم مَّرْضَىٰٓ } قال: نزلت في عبد الرحمن بن عوف كان جريحاً."
4,"105","عَنْ قَتَادَة بنِ النُّعْمَانِ رضي الله عنه قَالَ: كَانَ أَهْلُ بَيْتٍ مِنَّا يُقَالُ لَهُمْ: بَنُو أُبَيْرِقٍ: بِشْرٌ، وَبُشَيْرٌ، وَمُبَشِّرٌ، وَكَانَ بُشَيْرٌ رَجُلًا مُنَافِقاً، يَقُولُ الشِّعْرَ يَهْجُو بِهِ أَصْحَابَ رَسُولِ اللهِ ﷺ ثُمَّ يَنْحَلُهُ بَعْضَ الْعَرَبِ ثُمَّ يَقُولُ: قَالَ فُلَانٌ كَذَا وَكَذَا، قَالَ فُلَانٌ كَذَا وَكَذَا، فَإِذَا سَمِعَ أَصْحَابُ رَسُولِ اللهِ ﷺ ذَلِكَ الشِّعْرَ قَالُوا: وَاللهِ مَا يَقُولُ هَذَا الشِّعْرَ إِلَّا هَذَا الْخَبِيثُ أَوْ كَمَا قَالَ الرَّجُلُ، وَقَالُوا: ابْنُ الْأُبَيْرِقِ قَالَهَا، قَالَ: وَكَانُوا أَهْلَ بَيْتِ حَاجَةٍ وَفَاقَةٍ فِي الْجَاهِلِيَّةِ وَالْإِسْلَامِ، وَكَانَ النَّاسُ إِنَّمَا طَعَامُهُمْ بِالْمَدِينَةِ التَّمْرُ وَالشَّعِيرُ، وَكَانَ الرَّجُلُ إِذَا كَانَ لَهُ يَسَارٌ فَقَدِمَتْ ضَافِطَةٌ مِنْ الشَّامِ مِنْ الدَّرْمَكِ ابْتَاعَ الرَّجُلُ مِنْهَا فَخَصَّ بِهَا نَفْسَهُ، وَأَمَّا الْعِبَالُ فَإِنَّمَا طَعَامُهُمُ التَّمْرُ وَالشَّعِيرُ، فَقَدِمَتْ ضَافِطَةٌ مِنْ الشَّامِ فَابْتَاعَ عَمِّي رِفَاعَةُ بْنُ زَيْدٍ حِمْلًا مِنْ الدَّرْمَكِ فَجَعَلَهُ فِي مَشْرَبَةٍ لَهُ وَفِي الْمَشْرَبَةِ سِلَاحُ وَدِرْعٌ وَسَيْفٌ، فَعُدِيَ عَلَيْهِ مِنْ تَحْتِ الْبَيْتِ فَنُقِبَتِ الْمَشْرَبَةُ، وَأُخِذَ الطَّعَامُ وَالسِّلَاحُ، فَلَمَّا أَصْبَحَ أَتَانِي عَمِّي رِفَاعَةُ، فَقَالَ: يَا ابْنَ أَخِي إِنَّهُ قَدْ عُدِيَ عَلَيْنَا فِي لَيْلَتِنَا هَذِهِ، فَنُقِبَتْ مَشْرَبَتُنَا وَذُهِبَ بِطَعَامِنَا وَسِلَاحِنَا، قَالَ: فَتَحَسَّسْنَا فِي الدَّارِ وَسَأَلْنَا، فَقِيلَ لَنَا: قَدْ رَأَيْنَا بَنِي أُبَيْرِقٍ اسْتَوْقَدُوا فِي هَذِهِ اللَّيْلَةَ، وَلَا نَرَى فِيمَا نَرَى إِلَّا عَلَى بَعْضِ طَعَامِكُمْ، قَالَ: وَكَانَ بَنُو أُبَيْرِقٍ قَالُوا وَنَحْنُ نَسْأَلُ فِي الدَّارِ: وَاللهِ مَا نُرَى صَاحِبَكُمْ إِلَّا لَبِيدَ بْنَ سَهْلٍ، رَجُلٌ مِنَّا، لَهُ صَلَاحٌ وَإِسْلَامٌ، فَلَمَّا سَمِعَ لَبِيدٌ اخْتَرَطَ سَيْفَهُ وَقَالَ: أَنَا أَسْرِقُ؟ فَوَاللهِ لَيُخَالِطَنَّكُمْ هَذَا السَّيْفُ أَوْ لَتُبَيِّنُنَّ هَذِهِ السَّرِقَةَ، قَالُوا: إِلَيْكَ عَنْهَا أَيُّهَا الرَّجُلُ، فَمَا أَنْتَ بِصَاحِبِهَا، فَسَأَلْنَا فِي الدَّارِ حَتَّى لَمْ نَشُكَّ أَنَّهُمْ أَصْحَابُهَا، فَقَالَ لِي عَمِّي: يَا ابْنَ أَخِي لَوْ أَتَيْتَ رَسُولَ اللهِ ﷺ فَذَكَرْتَ ذَلِكَ لَهُ.

قَالَ قَتَادَةُ: فَأَتَيْتُ رَسُولَ اللهِ ﷺ فَقُلْتُ: إِنَّ أَهْلَ بَيْتٍ مِنَّا أَهْلَ جَفَاءٍ، عَمَدُوا إِلَى عَمِّي رِفَاعَةَ بْنِ زَيْدٍ فَنَقَبُوا مَشْرَبَةً لَهُ، وَأَخَذُوا سِلَاحَهُ وَطَعَامَهُ، فَلْيَرُدُّوا عَلَيْنَا سِلَاحَنَا، فَأَمَّا الطَّعَامُ فَلَا حَاجَةَ لَنَا فِيهِ، فَقَالَ النَّبِيُّ ﷺ: « سَآمُرُ فِي ذَلِكَ »، فَلَمَّا سَمِعَ بَنُو أُبَيْرِقٍ أَتَوْا رَجُلًا مِنْهُمْ يُقَالُ لَهُ أُسَيْرُ بْنُ عُرْوَةَ فَكَلَّمُوهُ فِي ذَلِكَ، فَاجْتَمَعَ فِي ذَلِكَ نَاسٌ مِنْ أَهْلِ الدَّارِ، فَقَالُوا: يَا رَسُولَ اللهِ، إِنَّ قَتَادَةَ بْنَ النُّعْمَانِ وَعَمَّهُ عَمَدًا إِلَى أَهْلِ بَيْتٍ مِنَّا، أَهْلِ إِسْلَامٍ وَصَلَاحٍ، يَرْمُونَهُمْ بِالسَّرِقَةِ مِنْ غَيْرِ بَيِّنَةٍ وَلَا ثَبَتٍ.

قَالَ قَتَادَةُ: فَأَتَيْتُ رَسُولَ اللهِ ﷺ فَكَلَّمْتُهُ فَقَالَ: « عَمَدْتَ إِلَى أَهْلِ بَيْتِ ذُكِرَ مِنْهُمْ إِسْلَامٌ وَصَلَاحٌ، تَرْمِهِمْ بِالسَّرِقَةِ عَلَى غَيْرِ ثَبَتٍ  َلَا بَيْنَةٍ »، قَالَ: فَرَجَعْتُ وَلَوَدِدْتُ أَنِّي خَرَجْتُ مِنْ بَعْضِ مَالِي، وَلَمْ أُكَلِّمْ رَسُولَ اللَّهِ ﷺ فِي ذَلِكَ، فَأَتَانِي عَمِّي رِفَاعَةُ فَقَالَ: يَا ابْنَ أَخِي مَا صَنَعْتَ؟ فَأَخْبَرْتُهُ بِمَا قَالَ لِي رَسُولُ اللهِ ﷺ، فَقَالَ: اللهُ الْمُسْتَعَانُ، فَلَمْ يَلْبَتْ أَنْ نَزَلَ الْقُرْآنِ: { إِنَّآ أَنزَلْنَآ إِلَيْكَ ٱلْكِتَٰبَ بِٱلْحَقِّ لِتَحْكُمَ بَيْنَ ٱلنَّاسِ بِمَآ أَرَىٰكَ ٱللَّهُ ۚ وَلَا تَكُن لِّلْخَآئِنِينَ خَصِيمًا ﴿١٠٥﴾ } بَنِي أُبَيْرِقِ { وَٱسْتَغْفِرِ ٱللَّهَ ۖ } أَيْ مِمَّا قُلْتَ لِقَتَادَةَ { إِنَّ ٱللَّهَ كَانَ غَفُورًا رَّحِيمًا ﴿١٠٦﴾ وَلَا تُجَـٰدِلْ عَنِ ٱلَّذِينَ يَخْتَانُونَ أَنفُسَهُمْ ۚ إِنَّ ٱللَّهَ لَا يُحِبُّ مَن كَانَ خَوَّانًا أَثِيمًا ﴿١٠٧﴾ يَسْتَخْفُونَ مِنَ ٱلنَّاسِ وَلَا يَسْتَخْفُونَ مِنَ ٱللَّهِ } إِلَى قَوْلِهِ { غَفُورًا رَّحِيمًا } أَيْ: لَوْ اسْتَغْفَرُوا اللهَ لَغَفَرَ لَهُمْ { مَن يَكْسِبْ إِثْمًا فَإِنَّمَا يَكْسِبُهُۥ عَلَىٰ نَفْسِهِۦ ۚ } إِلَى قَوْلِهِ { إِثْمًا مُّبِينًا } قَوْلَهُمْ لِلبِيدٍ، { وَلَوْلَا فَضْلُ ٱللَّهِ عَلَيْكَ وَرَحْمَتُهُۥ } إِلَى قَوْلِهِ { فَسَوْفَ نُؤْتِيهِ أَجْرًا عَظِيمًا }.

فَلَمَّا نَزَلَ الْقُرْآنُ أَتَى رَسُولُ اللهِ ﷺ بِالسِّلَاحِ فَرَدَّهُ إِلَى رِفَاعَةَ، فَقَالَ قَتَادَةُ: لَمَّا أَتَيْتُ عَمِّي بِالسِّلَاحِ، وَكَانَ شَيْخاً قَدْ عَشَا أَوْ عَسَى فِي الْجَاهِلِيَّةِ، وَكُنْتُ أَرَى إِسْلَامَهُ مَدْخُولًا، فَلَمَّا أَتَيْتُهُ بِالسِّلَاحِ قَالَ: يَا ابْنَ أَخِي هُوَ فِي سَبِيلِ اللَّهِ. فَعَرَفْتُ أَنَّ إِسْلَامَهُ كَانَ صَحِيحاً. فَلَمَّا نَزَلَ الْقُرْآنُ لَحِقَ بُشَيْرٌ بِالْمُشْرِكِينَ، فَنَزَلَ عَلَى سُلافَةَ بِنْتِ سَعْدِ بْنِ سُمَيَّةَ فَأَنْزَلَ اللهُ: { وَمَن يُشَاقِقِ ٱلرَّسُولَ مِنۢ بَعْدِ مَا تَبَيَّنَ لَهُ ٱلْهُدَىٰ وَيَتَّبِعْ غَيْرَ سَبِيلِ ٱلْمُؤْمِنِينَ نُوَلِّهِۦ مَا تَوَلَّىٰ وَنُصْلِهِۦ جَهَنَّمَ ۖ وَسَآءَتْ مَصِيرًا ﴿١١٥﴾ إِنَّ ٱللَّهَ لَا يَغْفِرُ أَن يُشْرَكَ بِهِۦ وَيَغْفِرُ مَا دُونَ ذَٰلِكَ لِمَن يَشَآءُ ۚ وَمَن يُشْرِكْ بِٱللَّهِ فَقَدْ ضَلَّ ضَلَـٰلًۢا بَعِيدًا ﴿١١٦﴾ } فَلَمَّا نَزَلَ عَلَى سُلَافَةَ رَمَاهَا حَسَّانُ بْنُ ثَابِتٍ بِأَبْيَاتٍ مِنْ شِعْرِهِ، فَأَخَذَتْ رَحْلَهُ فَوَضَعَتْهُ عَلَى رَأْسِهَا، ثُمَّ خَرَجَتْ بِهِ فَرَمَتْ بِهِ فِي الأَبْطَحِ، ثُمَّ قَالَتْ: أَهْدَيْتَ لِي شِعْرَ حَسَّانَ؟ مَا كُنْتَ تَأْتِينِي بِخَيْرٍ. واللفظ للترمذي."
4,"123","عن مسروق في قوله: { لَّيْسَ بِأَمَانِيِّكُمْ وَلَآ أَمَانِىِّ أَهْلِ ٱلْكِتَـٰبِ ۗ } قال: احتج المسلمون وأهل الكتاب، فقال المسلمون: نحن أهدى منكم، وقال أهل الكتاب: نحن أهدى منكم فأنزل الله: { لَّيْسَ بِأَمَانِيِّكُمْ وَلَآ أَمَانِىِّ أَهْلِ ٱلْكِتَـٰبِ ۗ } قال: ففلج عليهم المسلمون بهذه الآية، { وَمَن يَعْمَلْ مِنَ ٱلصَّـٰلِحَـٰتِ مِن ذَكَرٍ أَوْ أُنثَىٰ وَهُوَ مُؤْمِنٌ } إلى آخـــــر الآيتين.

وجاء عن قتادة شبيهاً به.

وجاء عن أبي صالح شبيهاً به."
4,"127",".. قَالَ عُرْوَةُ رحمه الله: قَالَتْ عَائِشَةُ رضي الله عنها: ثُمَّ إِنَّ النَّاسَ اسْتَفْتَوْا رَسُولَ اللهِ ﷺ بَعْدَ هَذِهِ الْآيَةِ (بعد نزول آية رقم: 3 من سورة النساء.): فَأَنْزَلَ اللهُ { وَيَسْتَفْتُونَكَ فِى ٱلنِّسَآءِ ۖ } إِلَى قَوْلِهِ { وَتَرْغَبُونَ أَن تَنكِحُوهُنَّ }..."
4,"128","عَنْ ابْنِ عَبَّاسٍ رضي الله عنهما قَالَ: خَشِيَتْ سَوْدَةُ أَنْ يُطَلِّقَهَا النَّبِيُّ ﷺ، فَقَالَتْ: لَا تُطَلِّقُنِي، وَأَمْسِكْنِي وَاجْعَلْ يَوْمِي لِعَائِشَةَ، فَفَعَلَ، فَنَزَلَتْ { فَلَا جُنَاحَ عَلَيْهِمَآ أَن يُصْلِحَا بَيْنَهُمَا صُلْحًا ۚ وَٱلصُّلْحُ خَيْرٌ ۗ }، فَمَا اصْطَلَحَا عَلَيْهِ مِنْ شَيْءٍ فَهُوَ جَائِزٌ. كَأَنَّهُ مِنْ قَوْلِ ابْنِ عَبَّاسٍ."
4,"128","عَنْ عُرْوَةَ، عَنْ عَائِشَة رضي الله عنها أَنها قَالَت لَهُ: يَا ابنَ أُخْتِي، كَانَ رَسُولُ اللهِ ﷺ لَا يُفَضِّلُ بَعْضَنَا عَلَى بَعْضٍ فِي مُكثِهِ عِنْدَنَا، وَكَانَ قَلَّ يَومٌ إِلَّا وَهُوَ يَطُوفُ عَلَينا، فَيدنُو مِنْ كُلِّ امرأَةٍ مِنْ غَيْرِ مَسيسٍ حتى يَبْلُغَ إِلَى مَنْ هُوَ يَوْمُهَا فَيبِيتَ عِنْدَها، وَلَقَدْ قَالَتْ سَوْدَةٌ بنتُ زَمعَةَ - حِينَ أَسَنَّتْ وَفَرِقَتْ أَنْ يُفارِقَهَا رَسُولُ اللهِ ﷺ: يَا رَسُولَ اللهِ، يَوْمِي هَذَا لِعَائِشَةَ، فَقَبِلَ ذَلِكَ رَسُولُ اللهِ ﷺ، قَالَتْ: فَفِي ذَلكَ أنزلَ اللهُ: { وَإِنِ ٱمْرَأَةٌ خَافَتْ مِنۢ بَعْلِهَا نُشُوزًا أَوْ إِعْرَاضًا }."
4,"128","ولها سبب آخر: عن ابن المسيب رحمه الله: أن بنت محمد بن مسلمة كانت عند رافع بن خديج، فكره منها أمراً إما كبراً أو غيره، فأراد طلاقها فقالت: لا تطلقني وأقسم لي ما بدا لك، فأنزل الله عز و جل: { وَإِنِ ٱمْرَأَةٌ خَافَتْ مِنۢ بَعْلِهَا نُشُوزًا أَوْ إِعْرَاضًا } الآية."
4,"128","ورواه الحاكم بأطول من هذا السياق: عن رافع بن خديج رضي الله عنه: أنه كانت تحته امرأة قد خلا من سنها، فتزوج عليها شابة، فآثر البكر عليها، فأبت امرأته الأولى أن تقرّ على ذلك، فطلقها تطليقة حتى إذا بقي من أجلها يسير، قال: إن شئت راجعتك وصبرت على الأثرة، وإن شئت تركتك حتى يخلو أجلك، قالت بل راجعني، أصبر على الأثرة، فراجعها ثم آثر عليها، فلم تصبر على الأثرة، فطلقها الأخرى وآثر عليها الشابة، قال: فذلك الصلح الذي بلغنا أن الله قد نزل فيه { وَإِنِ ٱمْرَأَةٌ خَافَتْ مِنۢ بَعْلِهَا نُشُوزًا أَوْ إِعْرَاضًا فَلَا جُنَاحَ عَلَيْهِمَآ أَن يُصْلِحَا بَيْنَهُمَا صُلْحًا ۚ }."
4,"176","عن جَابِرَ بْنِ عَبْدِ اللهِ رضي الله عنهما يَقُولُ: مَرِضْتُ فَأَتَانِي رَسُولُ اللهِ ﷺ يَعُودُنِي، فَوَجَدَنِي قَدْ أُغْمِيَ عَلَيَّ، فَأَتَى وَمَعَهُ أَبُو بَكْرٍ وَعُمَرُ وَهُمَا مَاشِيَانِ، فَتَوَضَّأَ رَسُولُ اللهِ ﷺ فَصَبَّ عَلَيَّ مِنْ وَضُوئِهِ، فَأَفَقْتُ، فَقُلْتُ: يَا رَسُولَ اللهِ كَيْفَ أَقْضِي فِي مَالِي؟ أَوْ كَيْفَ أَصْنَعُ فِي مَالِي فَلَمْ يُجِبْنِي شَيْئاً، وَكَانَ لَهُ تِسْعُ أَخَوَاتٍ حَتَّى نَزَلَتْ آيَةُ الْمِيرَاثِ: { يَسْتَفْتُونَكَ قُلِ ٱللَّهُ يُفْتِيكُمْ فِى ٱلْكَلَـٰلَةِ ۚ } الْآيَةَ قَالَ جَابِرٌ: فِيَّ نَزَلَتْ."
