"surah","ayahs","occasion"
4,"24","وقد جاء من حديث ابن عباس رضي الله عنهما شبيهاً به."
4,"32","عَنْ أُمِّ سَلَمَةَ رضي الله عنها أَنَّهَا قَالَتْ: يَغْزُو الرِّجَالُ وَلَا تَغْزُو النِّسَاءُ، وَإِنَّمَا لَنَا نِصْفُ الْمِيرَاثِ، فَأَنْزَلَ اللهُ تَبَارَكَ وَتَعَالَى { وَلَا تَتَمَنَّوْا۟ مَا فَضَّلَ ٱللَّهُ بِهِۦ بَعْضَكُمْ عَلَىٰ بَعْضٍ ۚ }."
4,"32","وقد جاء من حديث ابن عباس رضي الله عنهما شبيهاً به."
4,"37","عن ابن عباس رضي الله عنهما قال: كان كردم بن زيد حليف كعب بن الأشرف، وأسامة بن حبيب، ونافع بن أبي نافع، وبحري بن عمرو، وحي بن أخطب، ورفاعة بن زيد بن التابوت، يأتون رجالاً من الأنصار، وكانوا يخالطونهم يتنصحون لهم من أصحاب رسول الله ﷺ، فيقولون لهم: لا تنفقوا أموالكم فإنا نخشى عليكم الفقر في ذهابها، ولا تسارعوا في النفقة فإنكم لا تدرون ما يكون، فأنزل الله فيهم: { ٱلَّذِينَ يَبْخَلُونَ وَيَأْمُرُونَ ٱلنَّاسَ بِٱلْبُخْلِ وَيَكْتُمُونَ مَآ ءَاتَىٰهُمُ ٱللَّهُ مِن فَضْلِهِۦ ۗ }، أي من النبوة التي فيها تصديق ما جاء به محمد ﷺ { وَأَعْتَدْنَا لِلْكَـٰفِرِينَ عَذَابًا مُّهِينًا }."
4,"43","عَنْ عَلِيِّ بْنِ أَبِي طَالِبٍ رضي الله عنه قَالَ: صَنَعَ لَنَا عَبْدُ الرَّحْمَنِ بْنُ عَوْفٍ طَعَاماً، فَدَعَانَا وَسَقَانَا مِنْ الْخَمْرِ، فَأَخَذَتِ الْخَمْرُ مِنَّا وَحَضَرَتِ الصَّلَاةُ، فَقَدَّمُونِي فَقَرَأْتُ: { قُلْ يَـٰٓأَيُّهَا ٱلْكَـٰفِرُونَ ﴿١﴾ لَآ أَعْبُدُ مَا تَعْبُدُونَ ﴿٢﴾ و نحن نعبد ما تعبدون }، قَالَ: فَأَنْزِلَ اللهُ تَعَالَى { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَقْرَبُوا۟ ٱلصَّلَوٰةَ وَأَنتُمْ سُكَـٰرَىٰ حَتَّىٰ تَعْلَمُوا۟ مَا تَقُولُونَ }. واللفظ للترمذي."
4,"43","وقد جاء من حديث عبد الله بن حبيب شبيهاً به."
4,"48","عن أبي أيوب رضي الله عنه قال: جاء رجل إلى النبي ﷺ فقال: إن لي ابن أخ لا ينتهي عن حرام، قال: « ما دينه » قال: يوحد الله ويصلي، قال: « فاستوهب منه دينه فإن أبى فابتعه منه » فطلب ذلك الرجل منه دينه فأبي عليه، فأتى النبي ﷺ فقال: وجدته شحيحاً على دينه، فنزلت { إِنَّ ٱللَّهَ لَا يَغْفِرُ أَن يُشْرَكَ بِهِۦ وَيَغْفِرُ مَا دُونَ ذَٰلِكَ لِمَن يَشَآءُ ۚ }"
4,"51","عن ابن عباس رضي الله عنهما قال: لما قدم كعب بن الأشرف مكة، قالت قريش: ألا ترى هذا الصنبور المنبتر من قومه؟ يزعم أنه خير منا، ونحن أهل الحجيج وأهل السدانة وأهل السقاية!! قال: أنتم خير، قال: فنزلت فيهم { إِنَّ شَانِئَكَ هُوَ ٱلْأَبْتَرُ ﴿٣﴾ } ونزل { أَلَمْ تَرَ إِلَى ٱلَّذِينَ أُوتُوا۟ نَصِيبًا مِّنَ ٱلْكِتَـٰبِ } إلى { نَصِيرًا }."
4,"51","وجاء عن عكرمة شبيهاً به."
4,"59","وجاء عن عكرمة شبيهاً به.عَنْ ابْنِ عَبَّاسِ رضي الله عنهما: { أَطِيعُوا۟ ٱللَّهَ وَأَطِيعُوا۟ ٱلرَّسُولَ وَأُو۟لِى ٱلْأَمْرِ مِنكُمْ ۖ  } قَالَ: نَزَلَتْ فِي عَبْدِ اللَّهِ بْنِ حُذَافَةَ بْنِ قَيْسِ بْنِ عَدِيِّ، إِذْ بَعَثَهُ النَّبِيُّ ﷺ فِي سَرِيَّةٍ. واللفظ للبخاري."
4,"60","عن ابن عباس رضي الله عنهما قال: كان أبو برزة الأسلمي كاهناً يقضي بين اليهود فيما يتنافرون فيه، فتنافر إليه ناس من المشركين، فأنزل الله عز و جل { أَلَمْ تَرَ إِلَى ٱلَّذِينَ يَزْعُمُونَ أَنَّهُمْ ءَامَنُوا۟ بِمَآ أُنزِلَ إِلَيْكَ وَمَآ أُنزِلَ مِن قَبْلِكَ } إِلى قوله إن { إِنْ أَرَدْنَآ إِلَّآ إِحْسَـٰنًا وَتَوْفِيقًا }."
4,"60","ومن شواهده ما جاء عن الشعبي رحمه الله قال: كانت بين رجل ممن يزعم أنه مسلم وبين رجل من اليهود خصومة، فقال اليهودي: أحاكمك إلى أهل دينك، أو قال إلى النبي، لأنه قد علم أن رسول الله ﷺ لا يأخذ الرشوة في الحكم، فاختلفا، فاتفقا على أن يأتيا كاهناً في جهينة، قال: فنزلت { أَلَمْ تَرَ إِلَى ٱلَّذِينَ يَزْعُمُونَ أَنَّهُمْ ءَامَنُوا۟ بِمَآ أُنزِلَ إِلَيْكَ }، يعني الذي من الأنصار، { وَمَآ أُنزِلَ مِن قَبْلِكَ } يعني اليهودي، { يُرِيدُونَ أَن يَتَحَاكَمُوٓا۟ إِلَى ٱلطَّـٰغُوتِ } إلى الكاهن، { وَقَدْ أُمِرُوٓا۟ أَن يَكْفُرُوا۟ بِهِۦ } يعني أمر هذا في كتابه، وأمر هذا في كتابه، و تلا { وَيُرِيدُ ٱلشَّيْطَٰنُ أَن يُضِلَّهُمْ ضَلَـٰلًۢا بَعِيدًا }، وقرأ { فَلَا وَرَبِّكَ لَا يُؤْمِنُونَ حَتَّىٰ يُحَكِّمُوكَ فِيمَا شَجَرَ بَيْنَهُمْ } إلى { وَيُسَلِّمُوا۟ تَسْلِيمًا }."
4,"60","وجاء عن قتادة شبيهاً به."
4,"65","عن عُرْوَةَ بْنِ الزُّبَيْرِ رحمه الله: أَنَّ الزُّبَيْرَ رضي الله عنه كَانَ يُحَدِّثُ: أَنَّهُ خَاصَمَ رَجُلًا مِنْ الْأَنْصَارِ قَدْ شَهِدَ بَدْراً، إِلَى رَسُولِ اللَّهِ ﷺ فِي شِرَاجٍ مِنْ الْحَرَّةِ، كَانَا يَسْقِيَانِ بِهِ كِلَاهُمَا، فَقَالَ رَسُولُ الله ﷺ لِلزُّبَيْرِ: « اسْقِ يَا زُبَيْرُ، ثُمَّ أَرْسِلْ إِلَى جَارِكَ »، فَغَضِبَ الْأَنْصَارِيُّ، فَقَالَ: يَا رَسُولَ اللَّهِ، أَنْ كَانَ ابْنَ عَمَّتِكَ؟ فَتَلَوَّنَ وَجْهُ رَسُولِ اللهِ ﷺ، ثُمَّ قَالَ: « اسْقِ، ثُمَّ احْبِسُ حَتَّى يَبْلُغَ الْجَدْرَ ». فَاسْتَوْعَى رَسُولُ اللهِ ﷺ حِينَئِذٍ حَقَّهُ لِلْزُّبَيْرِ، وَكَانَ رَسُولُ اللَّهِ ﷺ قَبْلَ ذَلِكَ أَشَارَ عَلَى الزُّبَيْرِ بِرَأْي سَعَةٍ لَهُ وَلِلْأَنْصَارِيِّ، فَلَمَّا أَحْفَظَ الْأَنْصَارِيُّ رَسُولَ اللهِ ﷺ اسْتَوْعَى لِلْزُّبَيْرِ حَقَّهُ فِي صَرِيحِ الْحُكْمِ. قَالَ عُرْوَةُ: قَالَ الزُّبَيْرُ: وَاللَّهِ مَا أَحْسِبُ هَذِهِ الْآيَةَ نَزَلَتْ إِلَّا فِي ذَلِكَ، { فَلَا وَرَبِّكَ لَا يُؤْمِنُونَ حَتَّىٰ يُحَكِّمُوكَ فِيمَا شَجَرَ بَيْنَهُمْ } الآية. واللفظ للبخاري."
4,"65","وجاء عَنْ عَبْدِ اللهِ بْنِ الزُّبَيْرِ لا شبيهاً به."
4,"65","وجاء عن أم سلمة شبيهاً به أيضاً."
4,"69","عن عائشة رضي الله عنها قالت: جاء رجل إلى النبي ﷺ فقال: يا رسول الله، إنك لأحب إلي من نفسي، وإنك لأحب إلي من ولدي، وإني لأكون في البيت فأذكرك فما أصبر حتى آتي، فأنظر إليك، وإذا ذكرت موتي وموتك عرفت أنك إذا دخلت الجنة رفعت مع النبيين، وأني إذا دخلت الجنة خشيت أن لا أراك. فلم يرد عليه النبي ﷺ شيئاً، حتى نزل جبريل بهذه الآية { وَمَن يُطِعِ ٱللَّهَ وَٱلرَّسُولَ فَأُو۟لَٰٓئِكَ مَعَ ٱلَّذِينَ أَنْعَمَ ٱللَّهُ عَلَيْهِم مِّنَ ٱلنَّبِيِّـۧنَ وَٱلصِّدِّيقِينَ وَٱلشُّهَدَآءِ وَٱلصَّـٰلِحِينَ ۚ }."
4,"69","ومن شواهده عن ابن عباس رضي الله عنهما شبيهاً به."
4,"69","وعن الربيع شبيهاً به."
4,"77","عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما: أَنَّ عَبْدَ الرَّحْمَنِ بْنِ عَوْفٍ وَأَصْحَابِاً لَهُ أَتَوْا النَّبِيَّ ﷺ بِمَكَّةَ، فَقَالُوا: يَا رَسُولَ اللَّهِ إِنَّا كُنَّا فِي عِزٍّ وَنَحْنُ مُشْرِكُونَ، فَلَمَّا آمَنَّا صِرْنَا أَذِلَّةٌ، فَقَالَ: « إِنِّي أُمِرْتُ بِالْعَفْوِ، فَلَا تُقَاتِلُوا »، فَلَمَّا حَوَّلَنَا اللَّهُ إِلَى الْمَدِينَةِ أَمَرَنَا بِالْقِتَالِ، فَكَفُّوا، فَأَنْزَلَ اللهُ عز و جل { أَلَمْ تَرَ إِلَى ٱلَّذِينَ قِيلَ لَهُمْ كُفُّوٓا۟ أَيْدِيَكُمْ وَأَقِيمُوا۟ ٱلصَّلَوٰةَ }. واللفظ للنسائي."
4,"83","عَنْ عَبْدِ اللهِ بْنِ عَبَّاسٍ رضي الله عنهما: حَدَّثَنِي عُمَرُ بْنُ الْخَطَّابِ رضي الله عنه قَالَ: لَمَّا اعْتَزَلَ نَبِيُّ اللَّهِ ﷺ نِسَاءَهُ، قَالَ: ( دَخَلْتُ الْمَسَجِدَ... ) (... فَقُلْتُ يَا رَسُولَ اللَّهِ، أَطَلَّقْتَهُنَّ؟ قَالَ: « لاَ »، قُلْتُ: يَا رَسُولَ اللَّهِ، إِنِّي دَخَلْتُ الْمَسْجِدَ وَالْمُسْلِمُونَ يَنْكُتُونَ بِالْحَصَى، يَقُولُونَ: طَلَّقَ رَسُولُ اللَّهِ ﷺ نِسَاءَهُ، أَفَأَنْزِلُ فَأَخْبِرَهُمْ أَنَّكَ لَمْ تُطَلِّقَهُنَّ؟ قَالَ: « نَعَمْ، إِنْ شِئْتَ »، فَلَمْ أَزَلْ أُحَدِّثُهُ حَتَّى تَحَسَّرَ الْغَضَبُ عَنْ وَجْهِهِ، وَحَتَّى كَشَرَ فَضَحِكَ - وَكَانَ مِنْ أَحْسَنِ النَّاسِ تَغْراً - ثُمَّ نَزَلَ نَبِيُّ اللَّهِ ﷺ وَنَزَلْتُ، فَنَزَلْتُ أَتَشَبَّثُ بِالْجِذْعِ، وَنَزَلَ رَسُولُ اللَّهِ ﷺ كَأَنَّمَا يَمْشِي عَلَى الْأَرْضِ مَا يَمَسُّهُ بِيَدِهِ، فَقُلْتُ: يَا رَسُولَ اللَّهِ، إِنَّمَا كُنْتَ فِي الْغُرْفَةِ تِسْعَةً وَعِشْرِينَ، قَالَ: « إِنَّ الشَّهْرَ يَكُونُ تِسْعاً وَعِشْرِينَ »، فَقُمْتُ عَلَى بَابِ الْمَسْجِدِ، فَنَادَيْتُ بِأَعْلَى صَوْتِي: لَمْ يُطَلِّقُ رَسُولُ اللَّهِ ﷺ نِسَاءَهُ، وَنَزَلَتْ هَذِهِ الْآيَةُ: { وَإِذَا جَآءَهُمْ أَمْرٌ مِّنَ ٱلْأَمْنِ أَوِ ٱلْخَوْفِ أَذَاعُوا۟ بِهِۦ ۖ وَلَوْ رَدُّوهُ إِلَى ٱلرَّسُولِ وَإِلَىٰٓ أُو۟لِى ٱلْأَمْرِ مِنْهُمْ لَعَلِمَهُ ٱلَّذِينَ يَسْتَنۢبِطُونَهُۥ مِنْهُمْ ۗ }، فَكُنْتُ أَنَا اسْتَنبَطْتُ ذَلِكَ الْأَمْرَ وَأَنْزَلَ اللهُ عز و جل آية التخيير ). واللفظ لمسلم."
4,"88","عَنْ زَيْدِ بْنِ ثَابِتٍ رضي الله عنه قَالَ: لَمَّا خَرَجَ النَّبِيُّ ﷺ إِلَى أُحُدٍ، رَجَعَ نَاسٌ مِمَّنْ خَرَجَ مَعَهُ، وَكَانَ أَصْحَابُ النَّبِيِّ ﷺ فِرْقَتَيْنِ: فِرْقَةً تَقُولُ: نُقَاتِلُهُمْ، وَفِرْقَةً تَقُولُ: لَا تُقَاتِلُهُمْ، فنزلت { فَمَا لَكُمْ فِى ٱلْمُنَـٰفِقِينَ فِئَتَيْنِ وَٱللَّهُ أَرْكَسَهُم بِمَا كَسَبُوٓا۟ ۚ }، وَقَالَ: « إِنَّهَا طَيْبَةٌ تَنْفِي الذُّنُوبَ، كَمَا تَنْفِي النَّارُ خَبَثَ الْفِضَّةِ ». واللفظ للبخاري."
4,"88","وهناك سبب آخر لنزول هذه الآية: فقد جاء عن مجاهد رحمه الله {  فَمَا لَكُمْ فِى ٱلْمُنَـٰفِقِينَ فِئَتَيْنِ } قال: هم قوم خرجوا من مكة، حتى جاؤوا المدينة يزعمون أنهم مهاجرون، ثم ارتدوا بعد ذلك، فاستأذنوا النبي ﷺ إلى مكة ليأتوا ببضائع لهم يتجرون فيها، فاختلف فيهم المؤمنون: فقائل يقول: هم منافقون، وقائل يقول: هم مؤمنون. فبين الله نفاقهم وأنزل هذه الآية، وأمر بقتلهم في قوله: { فَإِن تَوَلَّوْا۟ فَخُذُوهُمْ وَٱقْتُلُوهُمْ حَيْثُ وَجَدتُّمُوهُمْ ۖ }، فجاءوا ببضائعهم يريدون هلال بن عويمر الأسلمي وبينه وبين النبي ﷺ حلف، وهو الذي حصر صدره أن يقاتل المؤمنين، فرفع عنهم القتل بقوله تعالى: { إِلَّا ٱلَّذِينَ يَصِلُونَ إِلَىٰ قَوْمِۭ } الآية."
4,"94","عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما: { وَلَا تَقُولُوا۟ لِمَنْ أَلْقَىٰٓ إِلَيْكُمُ ٱلسَّلَـٰمَ لَسْتَ مُؤْمِنًا } قَالَ: قَالَ ابْنُ عَبَّاسٍ: كَانَ رَجُلٌ فِي غُنَيْمَةٍ لَهُ، فَلَحِقَهُ الْمُسْلِمُونَ، فَقَالَ: السَّلَامُ عَلَيْكُمْ، فَقَتَلُوهُ وَأَخَذُوا غُنَيْمَتَهُ، فَأَنْزَلَ اللَّهُ فِي ذَلِكَ إلَى قَوْلِهِ: { تَبْتَغُونَ عَرَضَ ٱلْحَيَوٰةِ ٱلدُّنْيَا } تِلْكَ الْغُنَيْمَة، قَالَ: قَرَأَ ابْنُ عَبَّاسٍ السَّلامَ.

وجاء من لفظ آخر عن ابن عباس."
4,"94","وهناك سبب آخر لنزول هذه الآية: فقد جاء عَنْ عَبْدِ اللَّهِ بْنِ أَبِي حَدْرَدٍ رضي الله عنه قَالَ: بَعَثَنَا رَسُولُ اللهِ ﷺ إِلَى إِضَمَ، فَخَرَجْتُ فِي نَفَرٍ مِنْ الْمسلِمِينَ، فِيهِمْ أَبُو قَتَادَةَ الْحَارِثُ بْنُ رِبْعِيٍّ، وَمُحَلَّمُ بْنُ جَثَّامَةَ بْنِ قَيْسٍ، فَخَرَجْنَا حَتَّى إِذَا كُنَّا بِبَطْنِ إِضَمَ، مَرَّ بِنَا عَامِرٌ الْأَشْجَعِيُّ عَلَى قَعُودٍ لَهُ، مَعَهُ مُتَيْعٌ، وَوَطْبٌ مِنْ لَبَنٍ، فَلَمَّا مَرَّ بِنَا سَلَّمَ عَلَيْنَا، فَأَمْسَكْنَا عَنْهُ، وَحَمَلَ عَلَيْهِ مُحَلَّمُ بْنُ جَثَّامَةَ فَقَتَلَهُ بِشَيْءٍ كَانَ بَيْنَهُ وَبَيْنَهُ، وَأَخَذَ بَعِيرَهُ وَمُتَيْعَهُ، فَلَمَّا قَدِمْنَا عَلَى رَسُولِ اللَّهِ ﷺ وَأَخْبَرْنَاهُ الْخَبَرَ نَزَلَ فِينَا الْقُرْآنُ: { يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓا۟ إِذَا ضَرَبْتُمْ فِى سَبِيلِ ٱللَّهِ فَتَبَيَّنُوا۟ وَلَا تَقُولُوا۟ لِمَنْ أَلْقَىٰٓ إِلَيْكُمُ ٱلسَّلَـٰمَ لَسْتَ مُؤْمِنًا تَبْتَغُونَ عَرَضَ ٱلْحَيَوٰةِ ٱلدُّنْيَا فَعِندَ ٱللَّهِ مَغَانِمُ كَثِيرَةٌ ۚ كَذَٰلِكَ كُنتُم مِّن قَبْلُ فَمَنَّ ٱللَّهُ عَلَيْكُمْ فَتَبَيَّنُوٓا۟ ۚ إِنَّ ٱللَّهَ كَانَ بِمَا تَعْمَلُونَ خَبِيرًا ﴿٩٤﴾ }."
4,"95","عَنِ الْبَرَاءِ رضي الله عنه قَالَ: ( لَمَّا نَزَلَتْ { لَّا يَسْتَوِى ٱلْقَٰعِدُونَ مِنَ ٱلْمُؤْمِنِينَ وَٱلْمُجَـٰهِدُونَ فِى سَبِيلِ ٱللَّهِ } قَالَ النَّبِيُّ ﷺ: « ادْعُ لِي زَيْداً، وَلْيَجِيءْ بِاللَّوْحِ وَالدَّوَاةِ وَالْكَتِفِ، - أَوْ، الْكَتِفِ وَالدَّوَاةِ - » ثُمَّ قَالَ: اكْتُبْ: { لَّا يَسْتَوِى ٱلْقَـٰعِدُونَ }. وَخَلْفَ ظَهْرِ النَّبِيِّ ﷺ عَمْرُو بْنُ أُمِّ مَكْتُومٍِ الْأَعْمَى، قَالَ: يَا رَسُولَ اللهِ، فَمَا تَأْمُرُنِي، فَإِنِّي رَجُلٌ ضَرِيرُ الْبَصَرِ؟ فَنَزَلَتْ مَكَانَهَا: {   لَّا يَسْتَوِى ٱلْقَـٰعِدُونَ مِنَ ٱلْمُؤْمِنِينَ غَيْرُ أُو۟لِى ٱلضَّرَرِ وَٱلْمُجَـٰهِدُونَ فِى سَبِيلِ ٱللَّهِ } ) واللفظ للبخاري.

وجاء عَنِ ابْنِ عَبَّاسٍ رضي الله عنهما شبيهاً به."
4,"95","عن سَهْلِ بْنِ سَعْدٍ رضي الله عنه قَالَ: رَأَيْتُ مَرْوَانَ بْنَ الْحَكَمِ جَالِساً فِي الْمَسْجِدِ، فَأَقْبَلْتُ حَتَّى جَلَسْتُ إِلَى جَنْبِهِ، فَأَخْبَرَنَا أَنَّ زَيْدَ بْنَ ثَابِتٍ أَخْبَرَهُ: أَنَّ النَّبِيَّ ﷺ أَمْلَى عَلَيْهِ: لَا { لَّا يَسْتَوِى ٱلْقَٰعِدُونَ مِنَ ٱلْمُؤْمِنِينَ وَٱلْمُجَـٰهِدُونَ فِى سَبِيلِ ٱللَّهِ } قَالَ: فَجَاءَهُ ابْنُ أُمِّ مَكْتُومٍ وَهُوَ يُمْلِيهَا عَلَيَّ، فَقَالَ: يَا رَسُولَ اللهِ، وَاللهِ لَوْ أَسْتَطِيعُ الْجِهَادَ لَجَاهَدْتُ، وَكَانَ رَجُلًا أَعْمَى، فَأَنْزَلَ اللهُ عَلَى رَسُولِهِ ﷺ وَفَخِذُهُ عَلَى فَخِذِي، فَثَقُلَتْ حَتَّى هَمَّتْ تَرُضُّ فَخِذِي، ثُمَّ سُرِّيَ عَنْهُ، فَأَنْزَلَ اللهُ عَلَيْهِ: { غَيْرُ أُو۟لِى ٱلضَّرَرِ }.

وجاء بلفظ أطول عن خارجة بن زيد عن زيد بن ثابت.

وجاء عن الفلتان بن عاصم له شبيهاً بما سبق.

وعن زيد بن أرقم له شبيهاً به."
4,"97","عن مُحَمَّدِ بْنِ عَبْدِ الرَّحْمَنِ أَبُو الْأَسْوَدِ قَالَ: قُطِعَ عَلَى أَهْلِ الْمَدِينَةِ بَعْثٌ، فَاكْتُتِبْتُ فِيهِ، فَلَقِيتُ عِكْرِمَةَ مَوْلَى ابْنِ عَبَّاسٍ فَأَخْبَرْتُهُ، فَنَهَانِي عَنْ ذَلِكَ أَشَدَّ النَّهْي، ثُمَّ قَالَ: أَخْبَرَنِي ابْنُ عَبَّاسٍ: أَنَّ نَاساً مِنَ الْمُسْلِمِينَ كَانُوا مَعَ الْمُشْرِكِينَ، يُكَثِّرُونَ سَوَادَ الْمُشْرِكِينَ عَلَى عَهْدِ رَسُولِ اللهِ ﷺ، يَأْتِي السَّهْمُ فَيُرْمَى بِهِ، فَيُصِيبُ أَحَدَهُمْ فَيَقْتُلُهُ، أَوْ يُضْرَبُ فَيُقْتَلُ، فَأَنْزَلَ اللهُ { إِنَّ ٱلَّذِينَ تَوَفَّىٰهُمُ ٱلْمَلَٰٓئِكَةُ ظَالِمِىٓ أَنفُسِهِمْ } الآية. واللفظ للبخاري.

وفي لفظ آخر أطول منه: جاء عن ابن عباس رضي الله عنهما قريباً منه."
4,"100","عن ابن عباس رضي الله عنهما قال: خرج ضمرة بن جندب من بيته مهاجراً، فقال لأهله احملوني فأخرجوني من أرض المشركين إلى رسول الله، فمات في الطريق قبل أن يصل إلى النبي، فنزل الوحي { وَمَن يَخْرُجْ مِنۢ بَيْتِهِۦ مُهَاجِرًا إِلَى ٱللَّهِ وَرَسُولِهِۦ ثُمَّ يُدْرِكْهُ ٱلْمَوْتُ } حتى بلغ { وَكَانَ ٱللَّهُ غَفُورًا رَّحِيمًا }."
4,"102","عَنْ أَبِي عَيَّاشٍ الزُّرَقِي رضي الله عنه قَالَ:
كُنَّا مَعَ رَسُولِ اللَّهِ ﷺ بِعُسْفَانَ، فَاسْتَقْبَلَنَا الْمُشْرِكُونَ عَلَيْهِمْ خَالِدُ بْنُ الْوَلِيدِ، وَهُمْ بَيْنَنَا وَبَيْنَ الْقِبْلَةِ، فَصَلَّى بِنَا رَسُولُ اللهِ ﷺ الظُّهْرَ، فَقَالُوا: قَدْ كَانُوا عَلَى حَالٍ لَوْ أَصَبْنَا غِرَّتَهُمْ، ثُمَّ قَالُوا: تَأْتِي عَلَيْهِمُ الْآنَ صَلَاةٌ هِيَ أَحَبُّ إِلَيْهِمْ مِنْ أَبْنَائِهِمْ وَأَنْفُسِهِمْ، قَالَ: فَنَزَلَ جِبْرِيلُ عليه السلام بِهَذِهِ الْآيات بَيْنَ الظُّهْرِ وَالْعَصْرِ: { وَإِذَا كُنتَ فِيهِمْ فَأَقَمْتَ لَهُمُ ٱلصَّلَوٰةَ } قَالَ: فَحَضَرَتْ فَأَمَرَهُمْ رَسُولُ اللهِ ﷺ فَأَخَذُوا السِّلَاحَ، قَالَ: فَصَفَفْنَا خَلْفَهُ صَفَّيْنِ، قَالَ: ثُمَّ رَكَعَ فَرَكَعْنَا جَمِيعاً، ثُمَّ رَفَعَ فَرَفَعْنَا جَمِيعاً، ثُمَّ سَجَدَ النَّبِيُّ ﷺ بِالصَّفِّ الَّذِي يَلِيهِ وَالْآخَرُونَ قِيَامٌ يَحْرُسُونَهُمْ، فَلَمَّا سَجَدُوا وَقَامُوا جَلَسَ الْآخَرُونَ فَسَجَدُوا فِي مَكَانِهِمْ، ثُمَّ تَقَدَّمَ هَؤُلَاءِ إِلَى مَصَافِّ هَؤُلَاءِ وَجَاءَ هَؤُلَاءِ إِلَى مَصَافِّ هَؤُلَاءِ، قَالَ: ثُمَّ رَكَعَ، فَرَكَعُوا جَمِيعاً، ثُمَّ رَفَعَ، فَرَفَعُوا جَمِيعاً، ثُمَّ سَجَدَ النَّبِيُّ ﷺ وَالصَّفُّ الَّذِي يَلِيهِ، وَالْآخَرُونَ قِيَامٌ يَحْرُسُونَهُمْ، فَلَمَّا جَلَسَ جَلَسَ الْآخَرُونَ فَسَجَدُوا فَسَلَّمَ عَلَيْهِمْ، ثُمَّ انْصَرَفَ، قَالَ: فَصَلَّاهَا رَسُولُ اللهِ ﷺ مَرَّتَيْنِ، مَرَّةً بِعُسْفَانَ، وَمَرَّةً بِأَرْضِ بَنِي سُلَيْمٍ. واللفظ لأحمد.

وجاء عن جابر بن عبد الله رضي الله عنهما شبيهاً به."
4,"102","عن عبد الله بن عباس رضي الله عنهما قال: في قوله تعالى: { إِن كَانَ بِكُمْ أَذًى مِّن مَّطَرٍ أَوْ كُنتُم مَّرْضَىٰٓ } قال: نزلت في عبد الرحمن بن عوف كان جريحاً."
